Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
EZH2_PeakRegion_07945	chr11	82906201	82909199	+	0	NA	promoter-TSS (ENSMUST00000126202)	-promoter-TSS (ENSMUST00000126202)	-13	ENSMUST00000126202	ENSMUSG00000020692	ENSMUST00000126202	NA	ENSMUSG00000020692	Nle1	NA	notchless homolog 1 [Source:MGI Symbol;Acc:MGI:2429770]	protein_coding
EZH2_PeakRegion_10283	chr15	98107201	98110599	+	0	NA	intron (ENSMUST00000051226, intron 1 of 22)	-intron (ENSMUST00000051226, intron 1 of 22)	429	ENSMUST00000051226	ENSMUSG00000033065	ENSMUST00000051226	NA	ENSMUSG00000033065	Pfkm	NA	phosphofructokinase, muscle [Source:MGI Symbol;Acc:MGI:97548]	protein_coding
EZH2_PeakRegion_06632	chr9	106280201	106282799	+	0	NA	intron (ENSMUST00000191434, intron 1 of 9)	-intron (ENSMUST00000072206, intron 1 of 10)	120	ENSMUST00000191434	ENSMUSG00000023345	ENSMUST00000189325	NA	ENSMUSG00000023345	Poc1a	NA	POC1 centriolar protein A [Source:MGI Symbol;Acc:MGI:1917485]	protein_coding
EZH2_PeakRegion_02641	chr4	126315001	126318599	+	0	NA	exon (ENSMUST00000102617, exon 6 of 6)	-exon (ENSMUST00000102617, exon 6 of 6)	4561	ENSMUST00000133068	ENSMUSG00000042558	ENSMUST00000128188	NA	ENSMUSG00000042558	Adprhl2	NA	ADP-ribosylhydrolase like 2 [Source:MGI Symbol;Acc:MGI:2140364]	protein_coding
EZH2_PeakRegion_11809	chr19	6044001	6053999	+	0	NA	intron (ENSMUST00000156550, intron 5 of 15)	-intron (ENSMUST00000025723, intron 4 of 13)	1896	ENSMUST00000025723	ENSMUSG00000024807	ENSMUST00000025723	NA	ENSMUSG00000024807	Syvn1	NA	synovial apoptosis inhibitor 1, synoviolin [Source:MGI Symbol;Acc:MGI:1921376]	protein_coding
EZH2_PeakRegion_07073	chr10	78005601	78006799	+	0	NA	intron (ENSMUST00000145716, intron 1 of 4)	-intron (ENSMUST00000020522, intron 1 of 21)	3607	ENSMUST00000020522	ENSMUSG00000020277	ENSMUST00000020522	NA	ENSMUSG00000020277	Pfkl	NA	phosphofructokinase, liver, B-type [Source:MGI Symbol;Acc:MGI:97547]	protein_coding
EZH2_PeakRegion_02850	chr4	139819601	139835399	+	0	NA	intron (ENSMUST00000174681, intron 4 of 8)	-intron (ENSMUST00000030508, intron 4 of 8)	5507	ENSMUST00000174681	ENSMUSG00000028736	ENSMUST00000174681	NA	ENSMUSG00000028736	Pax7	NA	paired box 7 [Source:MGI Symbol;Acc:MGI:97491]	protein_coding
EZH2_PeakRegion_11730	chr18	84683601	84685999	+	0	NA	intron (ENSMUST00000025546, intron 1 of 11)	-intron (ENSMUST00000025546, intron 1 of 11)	833	ENSMUST00000025546	ENSMUSG00000024644	ENSMUST00000168419	NA	ENSMUSG00000024644	Cndp2	NA	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:MGI Symbol;Acc:MGI:1913304]	protein_coding
EZH2_PeakRegion_07751	chr11	68585001	68589599	+	0	NA	promoter-TSS (ENSMUST00000148019)	-promoter-TSS (ENSMUST00000148019)	167	ENSMUST00000063006	ENSMUSG00000045915	ENSMUST00000154294	NA	ENSMUSG00000045915	Ccdc42	NA	coiled-coil domain containing 42 [Source:MGI Symbol;Acc:MGI:3045254]	protein_coding
EZH2_PeakRegion_10425	chr16	8523601	8526799	+	0	NA	intron (ENSMUST00000140795, intron 1 of 2)	-intron (ENSMUST00000065987, intron 1 of 15)	11715	ENSMUST00000115839	ENSMUSG00000057880	ENSMUST00000138987	NA	ENSMUSG00000057880	Abat	NA	4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582]	protein_coding
EZH2_PeakRegion_00843	chr2	29868801	29869399	+	0	NA	promoter-TSS (ENSMUST00000047521)	-promoter-TSS (ENSMUST00000047521)	-64	ENSMUST00000154464	ENSMUSG00000039787	ENSMUST00000047521	NA	ENSMUSG00000039787	Cercam	NA	cerebral endothelial cell adhesion molecule [Source:MGI Symbol;Acc:MGI:2139134]	protein_coding
EZH2_PeakRegion_04478	chr6	142345401	142346999	+	0	NA	promoter-TSS (ENSMUST00000123289)	-promoter-TSS (ENSMUST00000123289)	522	ENSMUST00000137098	ENSMUSG00000041671	ENSMUST00000153912	NA	ENSMUSG00000041671	Pyroxd1	NA	pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:MGI Symbol;Acc:MGI:2676395]	protein_coding
EZH2_PeakRegion_05098	chr7	105477201	105483199	+	0	NA	TTS (ENSMUST00000047040)	-TTS (ENSMUST00000047040)	1997	ENSMUST00000047040	ENSMUSG00000037060	ENSMUST00000047040	NA	ENSMUSG00000037060	Cavin3	NA	caveolae associated 3 [Source:MGI Symbol;Acc:MGI:1923422]	protein_coding
EZH2_PeakRegion_07779	chr11	69659401	69659599	+	0	NA	promoter-TSS (ENSMUST00000153217)	-promoter-TSS (ENSMUST00000153217)	-95	ENSMUST00000153217	ENSMUSG00000018761	ENSMUST00000148242	NA	ENSMUSG00000018761	Mpdu1	NA	mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]	protein_coding
EZH2_PeakRegion_06687	chr9	108514601	108518999	+	0	NA	promoter-TSS (ENSMUST00000006851)	-promoter-TSS (ENSMUST00000006851)	-6	ENSMUST00000195563	ENSMUSG00000006673	ENSMUST00000006851	NA	ENSMUSG00000006673	Qrich1	NA	glutamine-rich 1 [Source:MGI Symbol;Acc:MGI:1916482]	protein_coding
EZH2_PeakRegion_03308	chr5	67226601	67234799	+	0	NA	Intergenic	Intergenic	-29865	ENSMUST00000037918	ENSMUSG00000037720	ENSMUST00000161369	NA	ENSMUSG00000037720	Tmem33	NA	transmembrane protein 33 [Source:MGI Symbol;Acc:MGI:1915128]	protein_coding
EZH2_PeakRegion_08144	chr11	100617601	100620599	+	0	NA	promoter-TSS (ENSMUST00000107376)	-promoter-TSS (ENSMUST00000107376)	-144	ENSMUST00000107376	ENSMUSG00000017837	ENSMUST00000127547	NA	ENSMUSG00000017837	Nkiras2	NA	NFKB inhibitor interacting Ras-like protein 2 [Source:MGI Symbol;Acc:MGI:1919216]	protein_coding
EZH2_PeakRegion_03602	chr5	122848601	122851799	+	0	NA	promoter-TSS (ENSMUST00000031434)	-promoter-TSS (ENSMUST00000031434)	12	ENSMUST00000031434	ENSMUSG00000029474	ENSMUST00000031434	NA	ENSMUSG00000029474	Rnf34	NA	ring finger protein 34 [Source:MGI Symbol;Acc:MGI:2153340]	protein_coding
EZH2_PeakRegion_00065	chr1	34578601	34580399	+	0	NA	promoter-TSS (ENSMUST00000052670)	-promoter-TSS (ENSMUST00000052670)	113	ENSMUST00000062557	ENSMUSG00000045815	ENSMUST00000062557	NA	ENSMUSG00000045815	1700101I19Rik	NA	RIKEN cDNA 1700101I19 gene [Source:MGI Symbol;Acc:MGI:1920839]	antisense
EZH2_PeakRegion_01592	chr2	168597601	168609999	+	0	NA	Intergenic	Intergenic	-2143	ENSMUST00000137451	ENSMUSG00000027544	ENSMUST00000109184	NA	ENSMUSG00000027544	Nfatc2	NA	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	protein_coding
EZH2_PeakRegion_05096	chr7	105399201	105401199	+	0	NA	promoter-TSS (ENSMUST00000048079)	-promoter-TSS (ENSMUST00000048079)	-146	ENSMUST00000048079	ENSMUSG00000044465	ENSMUST00000179474	NA	ENSMUSG00000044465	Fam160a2	NA	family with sequence similarity 160, member A2 [Source:MGI Symbol;Acc:MGI:1921599]	protein_coding
EZH2_PeakRegion_04476	chr6	140971801	140973199	+	0	NA	Intergenic	Intergenic	-225328	ENSMUST00000117356	ENSMUSG00000080921	ENSMUST00000117356	NA	ENSMUSG00000080921	Rpl38-ps2	NA	ribosomal protein L38, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3646625]	processed_pseudogene
EZH2_PeakRegion_01717	chr3	30791801	30794799	+	0	NA	promoter-TSS (ENSMUST00000191730)	-promoter-TSS (ENSMUST00000191730)	-36	ENSMUST00000191730	ENSMUSG00000027706	ENSMUST00000195072	NA	ENSMUSG00000027706	Sec62	NA	SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526]	protein_coding
EZH2_PeakRegion_06460	chr9	66348801	66353799	+	0	NA	intron (ENSMUST00000144280, intron 1 of 1)	-intron (ENSMUST00000042824, intron 1 of 77)	774	ENSMUST00000042824	ENSMUSG00000038664	ENSMUST00000144280	NA	ENSMUSG00000038664	Herc1	NA	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:MGI Symbol;Acc:MGI:2384589]	protein_coding
EZH2_PeakRegion_10957	chr17	27420001	27425199	+	0	NA	exon (ENSMUST00000118489, exon 9 of 9)	-exon (ENSMUST00000118489, exon 9 of 9)	50467	ENSMUST00000147865	ENSMUSG00000063239	ENSMUST00000147865	NA	ENSMUSG00000063239	Grm4	NA	glutamate receptor, metabotropic 4 [Source:MGI Symbol;Acc:MGI:1351341]	protein_coding
EZH2_PeakRegion_09527	chr14	26532001	26536399	+	0	NA	promoter-TSS (ENSMUST00000038522)	-promoter-TSS (ENSMUST00000038522)	-460	ENSMUST00000038522	ENSMUSG00000021870	ENSMUST00000134117	NA	ENSMUSG00000021870	Slmap	NA	sarcolemma associated protein [Source:MGI Symbol;Acc:MGI:1933549]	protein_coding
EZH2_PeakRegion_11023	chr17	31056801	31062599	+	0	NA	promoter-TSS (ENSMUST00000158997)	-promoter-TSS (ENSMUST00000158997)	96	ENSMUST00000158997	ENSMUSG00000089622	ENSMUST00000158997	NA	ENSMUSG00000089622	Gm25447	NA	predicted gene, 25447 [Source:MGI Symbol;Acc:MGI:5455224]	rRNA
EZH2_PeakRegion_05917	chr8	111144801	111146199	+	0	NA	promoter-TSS (ENSMUST00000127301)	-promoter-TSS (ENSMUST00000127301)	-20	ENSMUST00000143719	ENSMUSG00000084808	ENSMUST00000143719	NA	ENSMUSG00000084808	9430091E24Rik	NA	RIKEN cDNA 9430091E24 gene [Source:MGI Symbol;Acc:MGI:1924618]	processed_transcript
EZH2_PeakRegion_05349	chr7	141950601	141957399	+	0	NA	intron (ENSMUST00000174499, intron 1 of 19)	-intron (ENSMUST00000018971, intron 1 of 18)	3914	ENSMUST00000075528	ENSMUSG00000053046	ENSMUST00000172652	NA	ENSMUSG00000053046	Brsk2	NA	BR serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1923020]	protein_coding
EZH2_PeakRegion_03570	chr5	121377801	121380199	+	0	NA	promoter-TSS (ENSMUST00000156158)	-promoter-TSS (ENSMUST00000156158)	-177	ENSMUST00000156158	ENSMUSG00000042726	ENSMUST00000120784	NA	ENSMUSG00000042726	Trafd1	NA	TRAF type zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1923551]	protein_coding
EZH2_PeakRegion_01463	chr2	156110601	156112199	+	0	NA	intron (ENSMUST00000162612, intron 3 of 6)	-intron (ENSMUST00000154889, intron 1 of 5)	463	ENSMUST00000154889	ENSMUSG00000074643	ENSMUST00000184265	NA	ENSMUSG00000074643	Cpne1	NA	copine I [Source:MGI Symbol;Acc:MGI:2386621]	protein_coding
EZH2_PeakRegion_11729	chr18	84588601	84592199	+	0	NA	promoter-TSS (ENSMUST00000125763)	-promoter-TSS (ENSMUST00000125763)	-675	ENSMUST00000182297	ENSMUSG00000048410	ENSMUST00000143597	NA	ENSMUSG00000048410	Zfp407	NA	zinc finger protein 407 [Source:MGI Symbol;Acc:MGI:2685179]	protein_coding
EZH2_PeakRegion_03306	chr5	67093401	67103799	+	0	NA	intron (ENSMUST00000174251, intron 1 of 1)	-intron (ENSMUST00000012664, intron 1 of 2)	457	ENSMUST00000174251	ENSMUSG00000012520	ENSMUST00000012664	NA	ENSMUSG00000012520	Phox2b	NA	paired-like homeobox 2b [Source:MGI Symbol;Acc:MGI:1100882]	protein_coding
EZH2_PeakRegion_03445	chr5	110806801	110810799	+	0	NA	intron (ENSMUST00000031490, intron 3 of 27)	-intron (ENSMUST00000031490, intron 3 of 27)	1297	ENSMUST00000031490	ENSMUSG00000029512	ENSMUST00000031490	NA	ENSMUSG00000029512	Ulk1	NA	unc-51 like kinase 1 [Source:MGI Symbol;Acc:MGI:1270126]	protein_coding
EZH2_PeakRegion_04899	chr7	64390801	64394999	+	0	NA	promoter-TSS (ENSMUST00000032735)	-promoter-TSS (ENSMUST00000032735)	255	ENSMUST00000037205	ENSMUSG00000033429	ENSMUST00000037205	NA	ENSMUSG00000033429	Mcee	NA	methylmalonyl CoA epimerase [Source:MGI Symbol;Acc:MGI:1920974]	protein_coding
EZH2_PeakRegion_08096	chr11	97992201	98029599	+	0	NA	intron (ENSMUST00000107562, intron 6 of 12)	-intron (ENSMUST00000017552, intron 6 of 13)	1651	ENSMUST00000124170	ENSMUSG00000020882	ENSMUST00000107561	NA	ENSMUSG00000020882	Cacnb1	NA	calcium channel, voltage-dependent, beta 1 subunit [Source:MGI Symbol;Acc:MGI:102522]	protein_coding
EZH2_PeakRegion_01375	chr2	144268601	144271599	+	0	NA	promoter-TSS (ENSMUST00000028910)	-promoter-TSS (ENSMUST00000028910)	472	ENSMUST00000028909	ENSMUSG00000027423	ENSMUST00000028909	NA	ENSMUSG00000027423	Snx5	NA	sorting nexin 5 [Source:MGI Symbol;Acc:MGI:1916428]	protein_coding
EZH2_PeakRegion_11542	chr18	42274001	42276799	+	0	NA	promoter-TSS (ENSMUST00000046972)	-promoter-TSS (ENSMUST00000046972)	47	ENSMUST00000046972	ENSMUSG00000024491	ENSMUST00000046972	NA	ENSMUSG00000024491	Rbm27	NA	RNA binding motif protein 27 [Source:MGI Symbol;Acc:MGI:2147194]	protein_coding
EZH2_PeakRegion_02774	chr4	134464601	134469999	+	0	NA	Intergenic	Intergenic	-1020	ENSMUST00000030636	ENSMUSG00000028832	ENSMUST00000105868	NA	ENSMUSG00000028832	Stmn1	NA	stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]	protein_coding
EZH2_PeakRegion_00908	chr2	32213401	32224799	+	0	NA	promoter-TSS (ENSMUST00000129626)	-promoter-TSS (ENSMUST00000129626)	-430	ENSMUST00000129626	ENSMUSG00000039262	ENSMUST00000129626	NA	ENSMUSG00000039262	Prrc2b	NA	proline-rich coiled-coil 2B [Source:MGI Symbol;Acc:MGI:1923304]	protein_coding
EZH2_PeakRegion_08349	chr11	116272801	116275999	+	0	NA	promoter-TSS (ENSMUST00000021133)	-promoter-TSS (ENSMUST00000021133)	-183	ENSMUST00000127205	ENSMUSG00000020780	ENSMUST00000127205	NA	ENSMUSG00000020780	Srp68	NA	signal recognition particle 68 [Source:MGI Symbol;Acc:MGI:1917447]	protein_coding
EZH2_PeakRegion_08917	chr12	108348001	108352199	+	0	NA	intron (ENSMUST00000021684, intron 5 of 14)	-intron (ENSMUST00000021684, intron 5 of 14)	15723	ENSMUST00000021684	ENSMUSG00000021259	ENSMUST00000021684	NA	ENSMUSG00000021259	Cyp46a1	NA	cytochrome P450, family 46, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1341877]	protein_coding
EZH2_PeakRegion_10893	chr17	24694201	24702599	+	0	NA	promoter-TSS (ENSMUST00000141522)	-promoter-TSS (ENSMUST00000141522)	57	ENSMUST00000150132	ENSMUSG00000019320	ENSMUST00000150313	NA	ENSMUSG00000019320	Noxo1	NA	NADPH oxidase organizer 1 [Source:MGI Symbol;Acc:MGI:1919143]	protein_coding
EZH2_PeakRegion_12235	chrX	72918001	72918799	+	0	NA	promoter-TSS (ENSMUST00000033715)	-promoter-TSS (ENSMUST00000033715)	11	ENSMUST00000114551	ENSMUSG00000031347	ENSMUST00000114550	NA	ENSMUSG00000031347	Cetn2	NA	centrin 2 [Source:MGI Symbol;Acc:MGI:1347085]	protein_coding
EZH2_PeakRegion_06336	chr9	53771001	53772999	+	0	NA	intron (ENSMUST00000048670, intron 1 of 7)	-intron (ENSMUST00000048670, intron 1 of 7)	465	ENSMUST00000048670	ENSMUSG00000042195	ENSMUST00000048670	NA	ENSMUSG00000042195	Slc35f2	NA	solute carrier family 35, member F2 [Source:MGI Symbol;Acc:MGI:1919272]	protein_coding
EZH2_PeakRegion_11981	chr19	38818401	38819799	+	0	NA	exon (ENSMUST00000025963, exon 1 of 21)	-exon (ENSMUST00000025963, exon 1 of 21)	137	ENSMUST00000025963	ENSMUSG00000024999	ENSMUST00000025963	NA	ENSMUSG00000024999	Noc3l	NA	NOC3 like DNA replication regulator [Source:MGI Symbol;Acc:MGI:1932610]	protein_coding
EZH2_PeakRegion_07760	chr11	69006801	69008799	+	0	NA	intron (ENSMUST00000172987, intron 1 of 10)	-intron (ENSMUST00000021282, intron 1 of 27)	651	ENSMUST00000172987	ENSMUSG00000020899	ENSMUST00000146490	NA	ENSMUSG00000020899	Pfas	NA	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) [Source:MGI Symbol;Acc:MGI:2684864]	protein_coding
EZH2_PeakRegion_02861	chr4	140698801	140701999	+	0	NA	promoter-TSS (ENSMUST00000071169)	-promoter-TSS (ENSMUST00000071169)	-141	ENSMUST00000071169	ENSMUSG00000040945	ENSMUST00000129838	NA	ENSMUSG00000040945	Rcc2	NA	regulator of chromosome condensation 2 [Source:MGI Symbol;Acc:MGI:1919784]	protein_coding
EZH2_PeakRegion_11191	chr17	55877601	55880199	+	0	NA	promoter-TSS (ENSMUST00000079642)	-promoter-TSS (ENSMUST00000079642)	30	ENSMUST00000079642	ENSMUSG00000057835	ENSMUST00000079642	NA	ENSMUSG00000057835	Zfp119a	NA	zinc finger protein 119a [Source:MGI Symbol;Acc:MGI:1345189]	protein_coding
EZH2_PeakRegion_04062	chr6	52713401	52714999	+	0	NA	promoter-TSS (ENSMUST00000129660)	-promoter-TSS (ENSMUST00000129660)	-19	ENSMUST00000138040	ENSMUSG00000004535	ENSMUST00000128173	NA	ENSMUSG00000004535	Tax1bp1	NA	Tax1 (human T cell leukemia virus type I) binding protein 1 [Source:MGI Symbol;Acc:MGI:1289308]	protein_coding
EZH2_PeakRegion_03454	chr5	112274401	112285799	+	0	NA	intron (ENSMUST00000071455, intron 1 of 5)	-intron (ENSMUST00000031287, intron 1 of 6)	3393	ENSMUST00000071455	ENSMUSG00000029344	ENSMUST00000071455	NA	ENSMUSG00000029344	Tpst2	NA	protein-tyrosine sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1309516]	protein_coding
EZH2_PeakRegion_09841	chr14	120273801	120292999	+	0	NA	intron (ENSMUST00000167459, intron 1 of 7)	-intron (ENSMUST00000088419, intron 1 of 8)	7731	ENSMUST00000167459	ENSMUSG00000022139	ENSMUST00000167459	NA	ENSMUSG00000022139	Mbnl2	NA	muscleblind like splicing factor 2 [Source:MGI Symbol;Acc:MGI:2145597]	protein_coding
EZH2_PeakRegion_10762	chr16	96465801	96475999	+	0	NA	intron (ENSMUST00000061739, intron 1 of 2)	-intron (ENSMUST00000061739, intron 1 of 2)	3294	ENSMUST00000061739	ENSMUSG00000090223	ENSMUST00000061739	NA	ENSMUSG00000090223	Pcp4	NA	Purkinje cell protein 4 [Source:MGI Symbol;Acc:MGI:97509]	protein_coding
EZH2_PeakRegion_04134	chr6	82771201	82775599	+	0	NA	promoter-TSS (ENSMUST00000169270)	-promoter-TSS (ENSMUST00000169270)	-37	ENSMUST00000170833	ENSMUSG00000000628	ENSMUST00000169270	NA	ENSMUSG00000000628	Hk2	NA	hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197]	protein_coding
EZH2_PeakRegion_07596	chr11	50224401	50228799	+	0	NA	intron (ENSMUST00000041725, intron 1 of 14)	-intron (ENSMUST00000041725, intron 1 of 14)	1265	ENSMUST00000041725	ENSMUSG00000036620	ENSMUST00000041725	NA	ENSMUSG00000036620	Mgat4b	NA	mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]	protein_coding
EZH2_PeakRegion_00736	chr2	18607201	18610199	+	0	NA	Intergenic	Intergenic	33402	ENSMUST00000117996	ENSMUSG00000082943	ENSMUST00000117996	NA	ENSMUSG00000082943	Gm13355	NA	predicted gene 13355 [Source:MGI Symbol;Acc:MGI:3650085]	processed_pseudogene
EZH2_PeakRegion_02971	chr4	152347801	152355399	+	0	NA	TTS (ENSMUST00000145163)	-TTS (ENSMUST00000145163)	2041	ENSMUST00000145163	ENSMUSG00000085179	ENSMUST00000145163	NA	ENSMUSG00000085179	Gm13645	NA	predicted gene 13645 [Source:MGI Symbol;Acc:MGI:3650945]	processed_transcript
EZH2_PeakRegion_09650	chr14	56666801	56669999	+	0	NA	exon (ENSMUST00000116468, exon 1 of 14)	-exon (ENSMUST00000116468, exon 1 of 14)	152	ENSMUST00000116468	ENSMUSG00000079184	ENSMUST00000152370	NA	ENSMUSG00000079184	Mphosph8	NA	M-phase phosphoprotein 8 [Source:MGI Symbol;Acc:MGI:1922589]	protein_coding
EZH2_PeakRegion_07675	chr11	58952201	58963999	+	0	NA	intron (ENSMUST00000047697, intron 1 of 6)	-intron (ENSMUST00000047697, intron 1 of 6)	3415	ENSMUST00000108817	ENSMUSG00000078851	ENSMUST00000108817	NA	ENSMUSG00000078851	H2aw	NA	H2A.W histone [Source:MGI Symbol;Acc:MGI:2448458]	protein_coding
EZH2_PeakRegion_00663	chr1	191323801	191327999	+	0	NA	promoter-TSS (ENSMUST00000027940)	-promoter-TSS (ENSMUST00000027940)	-12	ENSMUST00000027940	ENSMUSG00000026627	ENSMUST00000027940	NA	ENSMUSG00000026627	Pacc1	NA	proton activated chloride channel 1 [Source:MGI Symbol;Acc:MGI:1914200]	protein_coding
EZH2_PeakRegion_02959	chr4	152176801	152181799	+	0	NA	intron (ENSMUST00000075363, intron 1 of 8)	-intron (ENSMUST00000075363, intron 1 of 8)	1166	ENSMUST00000075363	ENSMUSG00000028937	ENSMUST00000167926	NA	ENSMUSG00000028937	Acot7	NA	acyl-CoA thioesterase 7 [Source:MGI Symbol;Acc:MGI:1917275]	protein_coding
EZH2_PeakRegion_09407	chr13	99512601	99518799	+	0	NA	intron (ENSMUST00000064762, intron 1 of 6)	-intron (ENSMUST00000064762, intron 1 of 6)	902	ENSMUST00000064762	ENSMUSG00000052727	ENSMUST00000064762	NA	ENSMUSG00000052727	Map1b	NA	microtubule-associated protein 1B [Source:MGI Symbol;Acc:MGI:1306778]	protein_coding
EZH2_PeakRegion_04320	chr6	113743001	113774599	+	0	NA	intron (ENSMUST00000152831, intron 20 of 23)	-intron (ENSMUST00000089003, intron 18 of 19)	-18057	ENSMUST00000032440	ENSMUSG00000030298	ENSMUST00000138204	NA	ENSMUSG00000030298	Sec13	NA	SEC13 homolog, nuclear pore and COPII coat complex component [Source:MGI Symbol;Acc:MGI:99832]	protein_coding
EZH2_PeakRegion_11900	chr19	10879601	10882799	+	0	NA	promoter-TSS (ENSMUST00000133303)	-promoter-TSS (ENSMUST00000133303)	498	ENSMUST00000128835	ENSMUSG00000034659	ENSMUST00000133303	NA	ENSMUSG00000034659	Tmem109	NA	transmembrane protein 109 [Source:MGI Symbol;Acc:MGI:1915789]	protein_coding
EZH2_PeakRegion_06286	chr9	45429001	45440999	+	0	NA	intron (ENSMUST00000034592, intron 1 of 32)	-intron (ENSMUST00000034592, intron 1 of 32)	-3768	ENSMUST00000181230	ENSMUSG00000097074	ENSMUST00000181230	NA	ENSMUSG00000097074	4833428L15Rik	NA	RIKEN cDNA 4833428L15 gene [Source:MGI Symbol;Acc:MGI:1921852]	antisense
EZH2_PeakRegion_06898	chr10	34018401	34020799	+	0	NA	promoter-TSS (ENSMUST00000019917)	-promoter-TSS (ENSMUST00000019917)	24	ENSMUST00000019917	ENSMUSG00000019782	ENSMUST00000019917	NA	ENSMUSG00000019782	Rwdd1	NA	RWD domain containing 1 [Source:MGI Symbol;Acc:MGI:1913771]	protein_coding
EZH2_PeakRegion_11784	chr19	5473201	5497199	+	0	NA	promoter-TSS (ENSMUST00000151932)	-promoter-TSS (ENSMUST00000151932)	-315	ENSMUST00000151932	ENSMUSG00000024906	ENSMUST00000144422	NA	ENSMUSG00000024906	Mus81	NA	MUS81 structure-specific endonuclease subunit [Source:MGI Symbol;Acc:MGI:1918961]	protein_coding
EZH2_PeakRegion_12385	chrX	167206401	167210799	+	0	NA	exon (ENSMUST00000112175, exon 1 of 3)	-exon (ENSMUST00000112175, exon 1 of 3)	227	ENSMUST00000112175	ENSMUSG00000049775	ENSMUST00000112175	NA	ENSMUSG00000049775	Tmsb4x	NA	thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]	protein_coding
EZH2_PeakRegion_08155	chr11	101069201	101074399	+	0	NA	promoter-TSS (ENSMUST00000138409)	-promoter-TSS (ENSMUST00000138409)	-163	ENSMUST00000138409	ENSMUSG00000001751	ENSMUST00000138409	NA	ENSMUSG00000001751	Naglu	NA	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641]	protein_coding
EZH2_PeakRegion_11625	chr18	65039801	65047799	+	0	NA	intron (ENSMUST00000080418, intron 1 of 29)	-intron (ENSMUST00000080418, intron 1 of 29)	20273	ENSMUST00000080418	ENSMUSG00000024589	ENSMUST00000080418	NA	ENSMUSG00000024589	Nedd4l	NA	neural precursor cell expressed, developmentally down-regulated gene 4-like [Source:MGI Symbol;Acc:MGI:1933754]	protein_coding
EZH2_PeakRegion_04101	chr6	67265401	67269599	+	0	NA	intron (ENSMUST00000042990, intron 1 of 7)	-intron (ENSMUST00000042990, intron 1 of 7)	521	ENSMUST00000042990	ENSMUSG00000036371	ENSMUST00000042990	NA	ENSMUSG00000036371	Serbp1	NA	serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120]	protein_coding
EZH2_PeakRegion_04339	chr6	114967401	114972399	+	0	NA	promoter-TSS (ENSMUST00000139640)	-promoter-TSS (ENSMUST00000139640)	94	ENSMUST00000139640	ENSMUSG00000030315	ENSMUST00000152710	NA	ENSMUSG00000030315	Vgll4	NA	vestigial like family member 4 [Source:MGI Symbol;Acc:MGI:2652840]	protein_coding
EZH2_PeakRegion_10505	chr16	18419801	18422599	+	0	NA	exon (ENSMUST00000150389, exon 2 of 3)	-exon (ENSMUST00000150389, exon 2 of 3)	4315	ENSMUST00000155103	ENSMUSG00000087556	ENSMUST00000150389	NA	ENSMUSG00000087556	Gm15764	NA	predicted gene 15764 [Source:MGI Symbol;Acc:MGI:3783206]	processed_transcript
EZH2_PeakRegion_08573	chr12	29525601	29541199	+	0	NA	intron (ENSMUST00000049784, intron 1 of 24)	-intron (ENSMUST00000049784, intron 1 of 24)	-1505	ENSMUST00000021009	ENSMUSG00000061911	ENSMUST00000021009	NA	ENSMUSG00000061911	Myt1l	NA	myelin transcription factor 1-like [Source:MGI Symbol;Acc:MGI:1100511]	protein_coding
EZH2_PeakRegion_06288	chr9	45583601	45590199	+	0	NA	intron (ENSMUST00000034592, intron 3 of 32)	-intron (ENSMUST00000034592, intron 3 of 32)	47912	ENSMUST00000179911	ENSMUSG00000096202	ENSMUST00000179911	NA	ENSMUSG00000096202	Gm22069	NA	predicted gene, 22069 [Source:MGI Symbol;Acc:MGI:5451846]	snRNA
