Chr	Start	End	Peak.ID	Peak.Label	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
chr14	67008071	67032593	Htt_PeakRegion_07666	WT-mHTT-shared	NA	intron (ENSMUST00000089230, intron 8 of 9)	-intron (ENSMUST00000089230, intron 8 of 9)	-11455	ENSMUST00000022634	ENSMUSG00000022051	ENSMUST00000151059	NA	ENSMUSG00000022051	Bnip3l	NA	BCL2/adenovirus E1B interacting protein 3-like [Source:MGI Symbol;Acc:MGI:1332659]	protein_coding
chr14	67043929	67049339	Htt_PeakRegion_07667	WT-specific	NA	intron (ENSMUST00000089230, intron 2 of 9)	-intron (ENSMUST00000089230, intron 2 of 9)	25837	ENSMUST00000089230	ENSMUSG00000022052	ENSMUST00000089230	NA	ENSMUSG00000022052	Ppp2r2a	NA	protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]	protein_coding
chr14	67053184	67055637	Htt_PeakRegion_07668	WT-specific	NA	intron (ENSMUST00000089230, intron 2 of 9)	-intron (ENSMUST00000089230, intron 2 of 9)	18060	ENSMUST00000089230	ENSMUSG00000022052	ENSMUST00000089230	NA	ENSMUSG00000022052	Ppp2r2a	NA	protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]	protein_coding
chr14	67056283	67071425	Htt_PeakRegion_07669	WT-specific	NA	intron (ENSMUST00000089230, intron 2 of 9)	-intron (ENSMUST00000089230, intron 2 of 9)	8617	ENSMUST00000089230	ENSMUSG00000022052	ENSMUST00000089230	NA	ENSMUSG00000022052	Ppp2r2a	NA	protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]	protein_coding
chr14	67124677	67125311	Htt_PeakRegion_07671	WT-specific	NA	Intergenic	Intergenic	50164	ENSMUST00000184709	ENSMUSG00000098365	ENSMUST00000184709	NA	ENSMUSG00000098365	Gm27647	NA	predicted gene, 27647 [Source:MGI Symbol;Acc:MGI:5531029]	miRNA
chr14	67846451	67846594	Htt_PeakRegion_07674	mHTT-specific	NA	intron (ENSMUST00000039135, intron 5 of 51)	-intron (ENSMUST00000039135, intron 5 of 51)	13222	ENSMUST00000183732	ENSMUSG00000098866	ENSMUST00000183732	NA	ENSMUSG00000098866	Mir6539	NA	microRNA 6539 [Source:MGI Symbol;Acc:MGI:5530846]	miRNA
chr14	68087302	68088935	Htt_PeakRegion_07675	WT-specific	NA	exon (ENSMUST00000022639, exon 4 of 4)	-exon (ENSMUST00000022639, exon 4 of 4)	4256	ENSMUST00000022639	ENSMUSG00000022055	ENSMUST00000022639	NA	ENSMUSG00000022055	Nefl	NA	neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]	protein_coding
chr14	69578825	69578983	Htt_PeakRegion_07676	WT-specific	NA	intron (ENSMUST00000185072, intron 9 of 12)	-intron (ENSMUST00000185072, intron 9 of 12)	-1905	ENSMUST00000184506	ENSMUSG00000022066	ENSMUST00000185174	NA	ENSMUSG00000022066	Entpd4b	NA	ectonucleoside triphosphate diphosphohydrolase 4B [Source:MGI Symbol;Acc:MGI:5435040]	protein_coding
chr14	69708231	69708308	Htt_PeakRegion_07678	mHTT-specific	NA	promoter-TSS (ENSMUST00000118374)	-promoter-TSS (ENSMUST00000118374)	-686	ENSMUST00000118374	ENSMUSG00000034194	ENSMUST00000147609	NA	ENSMUSG00000034194	R3hcc1	NA	R3H domain and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1919093]	protein_coding
chr14	69782679	69792074	Htt_PeakRegion_07681	WT-specific	NA	exon (ENSMUST00000022665, exon 10 of 10)	-exon (ENSMUST00000022665, exon 10 of 10)	18153	ENSMUST00000022665	ENSMUSG00000022075	ENSMUST00000022665	NA	ENSMUSG00000022075	Rhobtb2	NA	Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557]	protein_coding
chr14	69817596	69819035	Htt_PeakRegion_07683	WT-specific	NA	Intergenic	Intergenic	-12786	ENSMUST00000022665	ENSMUSG00000022075	ENSMUST00000022665	NA	ENSMUSG00000022075	Rhobtb2	NA	Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557]	protein_coding
chr14	70083154	70084056	Htt_PeakRegion_07685	WT-specific	NA	Intergenic	Intergenic	6160	ENSMUST00000035908	ENSMUSG00000033730	ENSMUST00000035908	NA	ENSMUSG00000033730	Egr3	NA	early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]	protein_coding
chr14	70084670	70085445	Htt_PeakRegion_07686	WT-specific	NA	Intergenic	Intergenic	7613	ENSMUST00000035908	ENSMUSG00000033730	ENSMUST00000035908	NA	ENSMUSG00000033730	Egr3	NA	early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]	protein_coding
chr14	70450713	70451165	Htt_PeakRegion_07693	mHTT-specific	NA	Intergenic	Intergenic	-6537	ENSMUST00000003561	ENSMUSG00000003469	ENSMUST00000159180	NA	ENSMUSG00000003469	Phyhip	NA	phytanoyl-CoA hydroxylase interacting protein [Source:MGI Symbol;Acc:MGI:1860417]	protein_coding
chr14	70466830	70466916	Htt_PeakRegion_07695	WT-specific	NA	exon (ENSMUST00000003561, exon 5 of 5)	-exon (ENSMUST00000003561, exon 5 of 5)	8350	ENSMUST00000159180	ENSMUSG00000003469	ENSMUST00000159180	NA	ENSMUSG00000003469	Phyhip	NA	phytanoyl-CoA hydroxylase interacting protein [Source:MGI Symbol;Acc:MGI:1860417]	protein_coding
chr14	70597914	70605072	Htt_PeakRegion_07698	WT-mHTT-shared	NA	TTS (ENSMUST00000022694)	-TTS (ENSMUST00000022694)	-1658	ENSMUST00000022690	ENSMUSG00000022095	ENSMUST00000022690	NA	ENSMUSG00000022095	Fam160b2	NA	family with sequence similarity 160, member B2 [Source:MGI Symbol;Acc:MGI:3036290]	protein_coding
chr14	70653816	70653880	Htt_PeakRegion_07701	WT-specific	NA	promoter-TSS (ENSMUST00000062629)	-promoter-TSS (ENSMUST00000062629)	-764	ENSMUST00000062629	ENSMUSG00000047911	ENSMUST00000062629	NA	ENSMUSG00000047911	Npm2	NA	nucleophosmin/nucleoplasmin 2 [Source:MGI Symbol;Acc:MGI:1890811]	protein_coding
chr14	73189629	73189824	Htt_PeakRegion_07702	WT-specific	NA	intron (ENSMUST00000163932, intron 1 of 1)	-intron (ENSMUST00000163932, intron 1 of 1)	-2406	ENSMUST00000168470	ENSMUSG00000090706	ENSMUST00000168470	NA	ENSMUSG00000090706	Gm17233	NA	predicted gene 17233 [Source:MGI Symbol;Acc:MGI:4938060]	antisense
chr14	75818392	75818430	Htt_PeakRegion_07706	WT-specific	NA	Intergenic	Intergenic	26553	ENSMUST00000131222	ENSMUSG00000085829	ENSMUST00000131222	NA	ENSMUSG00000085829	Gm4285	NA	predicted gene 4285 [Source:MGI Symbol;Acc:MGI:3782463]	antisense
chr14	75974759	75974950	Htt_PeakRegion_07707	WT-specific	NA	intron (ENSMUST00000088922, intron 4 of 7)	-intron (ENSMUST00000088922, intron 4 of 7)	-2236	ENSMUST00000083865	ENSMUSG00000065799	ENSMUST00000083865	NA	ENSMUSG00000065799	Gm25517	NA	predicted gene, 25517 [Source:MGI Symbol;Acc:MGI:5455294]	snoRNA
chr14	76503378	76505214	Htt_PeakRegion_07709	mHTT-specific	NA	promoter-TSS (ENSMUST00000022587)	-promoter-TSS (ENSMUST00000022587)	82	ENSMUST00000177207	ENSMUSG00000022010	ENSMUST00000101618	NA	ENSMUSG00000022010	Tsc22d1	NA	TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]	protein_coding
chr14	76506291	76506500	Htt_PeakRegion_07710	mHTT-specific	NA	TTS (ENSMUST00000134109)	-TTS (ENSMUST00000134109)	1298	ENSMUST00000133224	ENSMUSG00000022010	ENSMUST00000101618	NA	ENSMUSG00000022010	Tsc22d1	NA	TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]	protein_coding
chr14	76507020	76508925	Htt_PeakRegion_07711	mHTT-specific	NA	TTS (ENSMUST00000022587)	-TTS (ENSMUST00000022587)	2875	ENSMUST00000133224	ENSMUSG00000022010	ENSMUST00000101618	NA	ENSMUSG00000022010	Tsc22d1	NA	TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]	protein_coding
chr14	76780243	76780819	Htt_PeakRegion_07712	mHTT-specific	NA	Intergenic	Intergenic	98777	ENSMUST00000191384	ENSMUSG00000101009	ENSMUST00000189375	NA	ENSMUSG00000101009	1700108F19Rik	NA	RIKEN cDNA 1700108F19 gene [Source:MGI Symbol;Acc:MGI:1920814]	processed_transcript
chr14	77819923	77821104	Htt_PeakRegion_07718	WT-specific	NA	Intergenic	Intergenic	-21650	ENSMUST00000100372	ENSMUSG00000075512	ENSMUST00000100372	NA	ENSMUSG00000075512	Gm1587	NA	predicted gene 1587 [Source:MGI Symbol;Acc:MGI:2686433]	lincRNA
chr14	78089196	78089213	Htt_PeakRegion_07719	WT-specific	NA	promoter-TSS (ENSMUST00000066437)	-promoter-TSS (ENSMUST00000066437)	-198	ENSMUST00000066437	ENSMUSG00000045655	ENSMUST00000066437	NA	ENSMUSG00000045655	Fam216b	NA	family with sequence similarity 216, member B [Source:MGI Symbol;Acc:MGI:2145738]	protein_coding
chr14	78504892	78506549	Htt_PeakRegion_07721	WT-specific	NA	intron (ENSMUST00000123853, intron 8 of 11)	-intron (ENSMUST00000022593, intron 8 of 11)	31087	ENSMUST00000123853	ENSMUSG00000022016	ENSMUST00000022593	NA	ENSMUSG00000022016	Akap11	NA	A kinase (PRKA) anchor protein 11 [Source:MGI Symbol;Acc:MGI:2684060]	protein_coding
chr14	79450063	79450284	Htt_PeakRegion_07729	mHTT-specific	NA	Intergenic	Intergenic	-1661	ENSMUST00000100359	ENSMUSG00000075502	ENSMUST00000100359	NA	ENSMUSG00000075502	Kbtbd6	NA	kelch repeat and BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3643058]	protein_coding
chr14	81498281	81498546	Htt_PeakRegion_07730	WT-specific	NA	Intergenic	Intergenic	886115	ENSMUST00000158641	ENSMUSG00000089266	ENSMUST00000158641	NA	ENSMUSG00000089266	Gm22891	NA	predicted gene, 22891 [Source:MGI Symbol;Acc:MGI:5452668]	snRNA
chr14	83259782	83260702	Htt_PeakRegion_07732	mHTT-specific	NA	Intergenic	Intergenic	-145389	ENSMUST00000157384	ENSMUSG00000088009	ENSMUST00000157384	NA	ENSMUSG00000088009	Gm24774	NA	predicted gene, 24774 [Source:MGI Symbol;Acc:MGI:5454551]	snoRNA
chr14	83640577	83640765	Htt_PeakRegion_07733	WT-specific	NA	Intergenic	Intergenic	235040	ENSMUST00000157384	ENSMUSG00000088009	ENSMUST00000157384	NA	ENSMUSG00000088009	Gm24774	NA	predicted gene, 24774 [Source:MGI Symbol;Acc:MGI:5454551]	snoRNA
chr14	86479940	86480075	Htt_PeakRegion_07736	WT-specific	NA	Intergenic	Intergenic	71486	ENSMUST00000157187	ENSMUSG00000087812	ENSMUST00000157187	NA	ENSMUSG00000087812	Gm25115	NA	predicted gene, 25115 [Source:MGI Symbol;Acc:MGI:5454892]	snRNA
chr14	88367500	88367744	Htt_PeakRegion_07739	WT-specific	NA	Intergenic	Intergenic	-17267	ENSMUST00000182505	ENSMUSG00000098095	ENSMUST00000182505	NA	ENSMUSG00000098095	Gm9274	NA	predicted gene 9274 [Source:MGI Symbol;Acc:MGI:3643071]	processed_pseudogene
chr14	93718293	93718401	Htt_PeakRegion_07744	WT-specific	NA	intron (ENSMUST00000195826, intron 2 of 4)	-intron (ENSMUST00000068992, intron 1 of 3)	167401	ENSMUST00000194129	ENSMUSG00000055421	ENSMUST00000194056	NA	ENSMUSG00000055421	Pcdh9	NA	protocadherin 9 [Source:MGI Symbol;Acc:MGI:1306801]	protein_coding
chr14	101827803	101828455	Htt_PeakRegion_07754	WT-specific	NA	promoter-TSS (ENSMUST00000159769)	-promoter-TSS (ENSMUST00000159769)	-839	ENSMUST00000159769	ENSMUSG00000033060	ENSMUST00000160038	NA	ENSMUSG00000033060	Lmo7	NA	LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586]	protein_coding
chr14	103110727	103112323	Htt_PeakRegion_07758	WT-specific	NA	Intergenic	Intergenic	3871	ENSMUST00000162852	ENSMUSG00000033004	ENSMUST00000162852	NA	ENSMUSG00000033004	Mycbp2	NA	MYC binding protein 2, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:2179432]	protein_coding
chr14	104461069	104464751	Htt_PeakRegion_07761	WT-specific	NA	exon (ENSMUST00000053016, exon 3 of 3)	-exon (ENSMUST00000053016, exon 3 of 3)	2455	ENSMUST00000139505	ENSMUSG00000048349	ENSMUST00000053016	NA	ENSMUSG00000048349	Pou4f1	NA	POU domain, class 4, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102525]	protein_coding
chr14	104468523	104469373	Htt_PeakRegion_07762	mHTT-specific	NA	promoter-TSS (ENSMUST00000053016)	-promoter-TSS (ENSMUST00000053016)	-949	ENSMUST00000053016	ENSMUSG00000048349	ENSMUST00000053016	NA	ENSMUSG00000048349	Pou4f1	NA	POU domain, class 4, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102525]	protein_coding
chr14	105097444	105100279	Htt_PeakRegion_07764	WT-specific	NA	Intergenic	Intergenic	15599	ENSMUST00000164319	ENSMUSG00000091509	ENSMUST00000165350	NA	ENSMUSG00000091509	Gm17066	NA	predicted gene 17066 [Source:MGI Symbol;Acc:MGI:4937893]	processed_transcript
chr14	105205197	105205309	Htt_PeakRegion_07765	WT-specific	NA	Intergenic	Intergenic	-27926	ENSMUST00000022715	ENSMUSG00000022119	ENSMUST00000022715	NA	ENSMUSG00000022119	Rbm26	NA	RNA binding motif protein 26 [Source:MGI Symbol;Acc:MGI:1921463]	protein_coding
chr14	105241506	105241906	Htt_PeakRegion_07766	WT-specific	NA	Intergenic	Intergenic	-8304	ENSMUST00000177655	ENSMUSG00000094275	ENSMUST00000177655	NA	ENSMUSG00000094275	Gm22290	NA	predicted gene, 22290 [Source:MGI Symbol;Acc:MGI:5452067]	snRNA
chr14	105259851	105260522	Htt_PeakRegion_07767	WT-specific	NA	intron (ENSMUST00000181969, intron 1 of 7)	-intron (ENSMUST00000138283, intron 1 of 7)	1369	ENSMUST00000155351	ENSMUSG00000053253	ENSMUST00000149781	NA	ENSMUSG00000053253	Ndfip2	NA	Nedd4 family interacting protein 2 [Source:MGI Symbol;Acc:MGI:1923523]	protein_coding
chr14	105889301	105895899	Htt_PeakRegion_07768	WT-specific	NA	exon (ENSMUST00000022709, exon 2 of 2)	-exon (ENSMUST00000022709, exon 2 of 2)	4219	ENSMUST00000022709	ENSMUSG00000022114	ENSMUST00000022709	NA	ENSMUSG00000022114	Spry2	NA	sprouty RTK signaling antagonist 2 [Source:MGI Symbol;Acc:MGI:1345138]	protein_coding
chr14	111673892	111673911	Htt_PeakRegion_07771	WT-specific	NA	Intergenic	Intergenic	-1213	ENSMUST00000042767	ENSMUSG00000033214	ENSMUST00000042767	NA	ENSMUSG00000033214	Slitrk5	NA	SLIT and NTRK-like family, member 5 [Source:MGI Symbol;Acc:MGI:2679448]	protein_coding
chr14	112649111	112649261	Htt_PeakRegion_07774	WT-specific	NA	Intergenic	Intergenic	167819	ENSMUST00000077551	ENSMUSG00000058953	ENSMUST00000077551	NA	ENSMUSG00000058953	Gm4822	NA	predicted pseudogene 4822 [Source:MGI Symbol;Acc:MGI:3643987]	processed_pseudogene
chr14	118649338	118649410	Htt_PeakRegion_07779	WT-specific	NA	intron (ENSMUST00000166646, intron 3 of 29)	-intron (ENSMUST00000036554, intron 4 of 30)	56845	ENSMUST00000166646	ENSMUSG00000032849	ENSMUST00000166646	NA	ENSMUSG00000032849	Abcc4	NA	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:MGI Symbol;Acc:MGI:2443111]	protein_coding
chr14	119168670	119169050	Htt_PeakRegion_07783	mHTT-specific	NA	intron (ENSMUST00000065904, intron 1 of 1)	-intron (ENSMUST00000065904, intron 1 of 1)	30445	ENSMUST00000065904	ENSMUSG00000053465	ENSMUST00000065904	NA	ENSMUSG00000053465	Hs6st3	NA	heparan sulfate 6-O-sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1354960]	protein_coding
chr14	119249027	119249299	Htt_PeakRegion_07784	WT-specific	NA	intron (ENSMUST00000065904, intron 1 of 1)	-intron (ENSMUST00000065904, intron 1 of 1)	110748	ENSMUST00000065904	ENSMUSG00000053465	ENSMUST00000065904	NA	ENSMUSG00000053465	Hs6st3	NA	heparan sulfate 6-O-sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1354960]	protein_coding
chr14	119381405	119381566	Htt_PeakRegion_07785	WT-specific	NA	intron (ENSMUST00000065904, intron 1 of 1)	-intron (ENSMUST00000065904, intron 1 of 1)	243071	ENSMUST00000065904	ENSMUSG00000053465	ENSMUST00000065904	NA	ENSMUSG00000053465	Hs6st3	NA	heparan sulfate 6-O-sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1354960]	protein_coding
chr14	120281987	120283598	Htt_PeakRegion_07787	WT-specific	NA	intron (ENSMUST00000167459, intron 1 of 7)	-intron (ENSMUST00000088419, intron 1 of 8)	7124	ENSMUST00000088419	ENSMUSG00000022139	ENSMUST00000167459	NA	ENSMUSG00000022139	Mbnl2	NA	muscleblind like splicing factor 2 [Source:MGI Symbol;Acc:MGI:2145597]	protein_coding
chr14	121003049	121003238	Htt_PeakRegion_07789	WT-specific	NA	Intergenic	Intergenic	-32056	ENSMUST00000135010	ENSMUSG00000025555	ENSMUST00000153607	NA	ENSMUSG00000025555	Farp1	NA	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:MGI Symbol;Acc:MGI:2446173]	protein_coding
chr14	122479306	122482102	Htt_PeakRegion_07794	WT-mHTT-shared	NA	TTS (ENSMUST00000075888)	-TTS (ENSMUST00000075888)	2604	ENSMUST00000137059	ENSMUSG00000061524	ENSMUST00000137059	NA	ENSMUSG00000061524	Zic2	NA	zinc finger protein of the cerebellum 2 [Source:MGI Symbol;Acc:MGI:106679]	protein_coding
chr14	122485008	122490442	Htt_PeakRegion_07795	WT-mHTT-shared	NA	Intergenic	Intergenic	-2861	ENSMUST00000100294	ENSMUSG00000075465	ENSMUST00000100294	NA	ENSMUSG00000075465	Gm10837	NA	predicted gene 10837 [Source:MGI Symbol;Acc:MGI:3642026]	lincRNA
chr15	4110406	4110560	Htt_PeakRegion_07800	WT-specific	NA	intron (ENSMUST00000138927, intron 13 of 15)	-intron (ENSMUST00000110690, intron 13 of 16)	-32040	ENSMUST00000124591	ENSMUSG00000022186	ENSMUST00000138927	NA	ENSMUSG00000022186	Oxct1	NA	3-oxoacid CoA transferase 1 [Source:MGI Symbol;Acc:MGI:1914291]	protein_coding
chr15	7108624	7108786	Htt_PeakRegion_07803	WT-specific	NA	Intergenic	Intergenic	-20854	ENSMUST00000067190	ENSMUSG00000054263	ENSMUST00000164529	NA	ENSMUSG00000054263	Lifr	NA	LIF receptor alpha [Source:MGI Symbol;Acc:MGI:96788]	protein_coding
chr15	8278240	8278356	Htt_PeakRegion_07806	WT-specific	NA	Intergenic	Intergenic	31195	ENSMUST00000128772	ENSMUSG00000039801	ENSMUST00000154291	NA	ENSMUSG00000039801	Cplane1	NA	ciliogenesis and planar polarity effector 1 [Source:MGI Symbol;Acc:MGI:1920942]	protein_coding
chr15	8434414	8434583	Htt_PeakRegion_07807	WT-specific	NA	intron (ENSMUST00000052965, intron 1 of 46)	-intron (ENSMUST00000052965, intron 1 of 46)	9964	ENSMUST00000052965	ENSMUSG00000022141	ENSMUST00000052965	NA	ENSMUSG00000022141	Nipbl	NA	NIPBL cohesin loading factor [Source:MGI Symbol;Acc:MGI:1913976]	protein_coding
chr15	9015836	9016290	Htt_PeakRegion_07808	WT-mHTT-shared	NA	intron (ENSMUST00000053308, intron 10 of 15)	-intron (ENSMUST00000053308, intron 10 of 15)	47637	ENSMUST00000053308	ENSMUSG00000048424	ENSMUST00000053308	NA	ENSMUSG00000048424	Ranbp3l	NA	RAN binding protein 3-like [Source:MGI Symbol;Acc:MGI:2444654]	protein_coding
chr15	11398385	11398501	Htt_PeakRegion_07811	WT-specific	NA	intron (ENSMUST00000022849, intron 1 of 18)	-intron (ENSMUST00000022849, intron 1 of 18)	1215	ENSMUST00000022849	ENSMUSG00000022241	ENSMUST00000022849	NA	ENSMUSG00000022241	Tars	NA	threonyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:106314]	protein_coding
chr15	12001957	12002315	Htt_PeakRegion_07813	WT-specific	NA	Intergenic	Intergenic	-5153	ENSMUST00000110504	ENSMUSG00000022205	ENSMUST00000022816	NA	ENSMUSG00000022205	Sub1	NA	SUB1 homolog, transcriptional regulator [Source:MGI Symbol;Acc:MGI:104811]	protein_coding
chr15	12025640	12025927	Htt_PeakRegion_07814	WT-specific	NA	Intergenic	Intergenic	-28801	ENSMUST00000110504	ENSMUSG00000022205	ENSMUST00000022816	NA	ENSMUSG00000022205	Sub1	NA	SUB1 homolog, transcriptional regulator [Source:MGI Symbol;Acc:MGI:104811]	protein_coding
chr15	12159717	12163038	Htt_PeakRegion_07816	WT-specific	NA	intron (ENSMUST00000122941, intron 13 of 19)	-intron (ENSMUST00000122941, intron 13 of 19)	837	ENSMUST00000156752	ENSMUSG00000022201	ENSMUST00000147492	NA	ENSMUSG00000022201	Zfr	NA	zinc finger RNA binding protein [Source:MGI Symbol;Acc:MGI:1341890]	protein_coding
chr15	12394285	12394659	Htt_PeakRegion_07819	WT-specific	NA	intron (ENSMUST00000075317, intron 13 of 23)	-intron (ENSMUST00000075317, intron 13 of 23)	6836	ENSMUST00000188549	ENSMUSG00000022197	ENSMUST00000187398	NA	ENSMUSG00000022197	Pdzd2	NA	PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394]	protein_coding
chr15	13396224	13396250	Htt_PeakRegion_07821	mHTT-specific	NA	Intergenic	Intergenic	-222598	ENSMUST00000036439	ENSMUSG00000039385	ENSMUST00000036439	NA	ENSMUSG00000039385	Cdh6	NA	cadherin 6 [Source:MGI Symbol;Acc:MGI:107435]	protein_coding
chr15	16764260	16764309	Htt_PeakRegion_07822	mHTT-specific	NA	Intergenic	Intergenic	-13816	ENSMUST00000026432	ENSMUSG00000025370	ENSMUST00000026432	NA	ENSMUSG00000025370	Cdh9	NA	cadherin 9 [Source:MGI Symbol;Acc:MGI:107433]	protein_coding
chr15	18930196	18930554	Htt_PeakRegion_07826	WT-specific	NA	intron (ENSMUST00000176593, intron 2 of 4)	-intron (ENSMUST00000040562, intron 2 of 11)	30786	ENSMUST00000176146	ENSMUSG00000022321	ENSMUST00000166873	NA	ENSMUSG00000022321	Cdh10	NA	cadherin 10 [Source:MGI Symbol;Acc:MGI:107436]	protein_coding
chr15	23613707	23613770	Htt_PeakRegion_07829	mHTT-specific	NA	Intergenic	Intergenic	32838	ENSMUST00000157135	ENSMUSG00000087760	ENSMUST00000157135	NA	ENSMUSG00000087760	Gm23980	NA	predicted gene, 23980 [Source:MGI Symbol;Acc:MGI:5453757]	snRNA
chr15	24854326	24854575	Htt_PeakRegion_07830	mHTT-specific	NA	Intergenic	Intergenic	-33749	ENSMUST00000082741	ENSMUSG00000064675	ENSMUST00000082741	NA	ENSMUSG00000064675	Gm22810	NA	predicted gene, 22810 [Source:MGI Symbol;Acc:MGI:5452587]	snRNA
chr15	27361743	27362079	Htt_PeakRegion_07831	WT-specific	NA	Intergenic	Intergenic	-104766	ENSMUST00000022875	ENSMUSG00000022265	ENSMUST00000022875	NA	ENSMUSG00000022265	Ank	NA	progressive ankylosis [Source:MGI Symbol;Acc:MGI:3045421]	protein_coding
chr15	27550195	27550880	Htt_PeakRegion_07832	WT-specific	NA	intron (ENSMUST00000022875, intron 2 of 11)	-intron (ENSMUST00000022875, intron 2 of 11)	-20911	ENSMUST00000134004	ENSMUSG00000022265	ENSMUST00000022875	NA	ENSMUSG00000022265	Ank	NA	progressive ankylosis [Source:MGI Symbol;Acc:MGI:3045421]	protein_coding
chr15	27770370	27771530	Htt_PeakRegion_07834	WT-specific	NA	intron (ENSMUST00000090247, intron 36 of 56)	-intron (ENSMUST00000090247, intron 36 of 56)	-89408	ENSMUST00000100739	ENSMUSG00000056069	ENSMUST00000100739	NA	ENSMUSG00000056069	Otulinl	NA	OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol;Acc:MGI:2687281]	protein_coding
chr15	30308679	30308842	Htt_PeakRegion_07841	WT-specific	NA	intron (ENSMUST00000081728, intron 1 of 22)	-intron (ENSMUST00000081728, intron 1 of 22)	136168	ENSMUST00000081728	ENSMUSG00000022240	ENSMUST00000081728	NA	ENSMUSG00000022240	Ctnnd2	NA	catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]	protein_coding
chr15	31523265	31523450	Htt_PeakRegion_07846	mHTT-specific	NA	intron (ENSMUST00000090227, intron 1 of 25)	-intron (ENSMUST00000090227, intron 1 of 25)	7679	ENSMUST00000090227	ENSMUSG00000039100	ENSMUST00000090227	NA	ENSMUSG00000039100	Marchf6	NA	membrane associated ring-CH-type finger 6 [Source:MGI Symbol;Acc:MGI:2442773]	protein_coding
chr15	34501319	34501730	Htt_PeakRegion_07848	WT-specific	NA	intron (ENSMUST00000079028, intron 2 of 15)	-intron (ENSMUST00000052290, intron 2 of 16)	6202	ENSMUST00000079028	ENSMUSG00000022325	ENSMUST00000079028	NA	ENSMUSG00000022325	Pop1	NA	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914974]	protein_coding
chr15	34710660	34710816	Htt_PeakRegion_07849	WT-specific	NA	Intergenic	Intergenic	-32032	ENSMUST00000040791	ENSMUSG00000038879	ENSMUST00000040791	NA	ENSMUSG00000038879	Nipal2	NA	NIPA-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1924488]	protein_coding
chr15	35294544	35294707	Htt_PeakRegion_07851	mHTT-specific	NA	Intergenic	Intergenic	-1472	ENSMUST00000022952	ENSMUSG00000022330	ENSMUST00000022952	NA	ENSMUSG00000022330	Osr2	NA	odd-skipped related 2 [Source:MGI Symbol;Acc:MGI:1930813]	protein_coding
chr15	35532125	35534007	Htt_PeakRegion_07855	WT-specific	NA	intron (ENSMUST00000048646, intron 17 of 61)	-intron (ENSMUST00000048646, intron 17 of 61)	45666	ENSMUST00000158508	ENSMUSG00000089133	ENSMUST00000158508	NA	ENSMUSG00000089133	Gm24771	NA	predicted gene, 24771 [Source:MGI Symbol;Acc:MGI:5454548]	snoRNA
chr15	35662506	35662762	Htt_PeakRegion_07857	mHTT-specific	NA	intron (ENSMUST00000048646, intron 30 of 61)	-intron (ENSMUST00000048646, intron 30 of 61)	-1587	ENSMUST00000104698	ENSMUSG00000077890	ENSMUST00000104698	NA	ENSMUSG00000077890	Mir875	NA	microRNA 875 [Source:MGI Symbol;Acc:MGI:3718565]	miRNA
chr15	36762655	36792860	Htt_PeakRegion_07859	WT-mHTT-shared	NA	intron (ENSMUST00000154879, intron 2 of 4)	-intron (ENSMUST00000022894, intron 3 of 6)	14656	ENSMUST00000126184	ENSMUSG00000022285	ENSMUST00000151635	NA	ENSMUSG00000022285	Ywhaz	NA	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]	protein_coding
