Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
Htt_PeakRegion_02474	chr5	32127563	32127627	+	0	NA	Intergenic	Intergenic	5573	ENSMUST00000192674	ENSMUSG00000102759	ENSMUST00000192674	NA	ENSMUSG00000102759	Gm10463	NA	predicted gene 10463 [Source:MGI Symbol;Acc:MGI:3642170]	TEC
Htt_PeakRegion_07829	chr15	23613708	23613770	+	0	NA	Intergenic	Intergenic	32838	ENSMUST00000157135	ENSMUSG00000087760	ENSMUST00000157135	NA	ENSMUSG00000087760	Gm23980	NA	predicted gene, 23980 [Source:MGI Symbol;Acc:MGI:5453757]	snRNA
Htt_PeakRegion_02052	chr4	116880020	116880294	+	0	NA	intron (ENSMUST00000044823, intron 1 of 13)	-intron (ENSMUST00000044823, intron 1 of 13)	2781	ENSMUST00000044823	ENSMUSG00000033948	ENSMUST00000044823	NA	ENSMUSG00000033948	Zswim5	NA	zinc finger SWIM-type containing 5 [Source:MGI Symbol;Acc:MGI:1921714]	protein_coding
Htt_PeakRegion_05696	chr10	127333065	127333106	+	0	NA	intron (ENSMUST00000026474, intron 11 of 12)	-intron (ENSMUST00000026474, intron 11 of 12)	8504	ENSMUST00000026474	ENSMUSG00000025407	ENSMUST00000026474	NA	ENSMUSG00000025407	Gli1	NA	GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]	protein_coding
Htt_PeakRegion_05314	chr10	31912333	31912498	+	0	NA	intron (ENSMUST00000191234, intron 4 of 6)	-intron (ENSMUST00000191234, intron 4 of 6)	273257	ENSMUST00000183069	ENSMUSG00000098038	ENSMUST00000183069	NA	ENSMUSG00000098038	Gm8793	NA	predicted gene 8793 [Source:MGI Symbol;Acc:MGI:3643768]	processed_pseudogene
Htt_PeakRegion_00388	chr1	157724089	157724247	+	0	NA	Intergenic	Intergenic	-102032	ENSMUST00000193203	ENSMUSG00000103962	ENSMUST00000193203	NA	ENSMUSG00000103962	Gm38213	NA	predicted gene, 38213 [Source:MGI Symbol;Acc:MGI:5611441]	processed_pseudogene
Htt_PeakRegion_04873	chr9	63110339	63110672	+	0	NA	Intergenic	Intergenic	-22778	ENSMUST00000179535	ENSMUSG00000094201	ENSMUST00000179535	NA	ENSMUSG00000094201	Gm25064	NA	predicted gene, 25064 [Source:MGI Symbol;Acc:MGI:5454841]	snRNA
Htt_PeakRegion_00760	chr2	38122139	38122531	+	0	NA	intron (ENSMUST00000143095, intron 4 of 5)	-intron (ENSMUST00000102787, intron 5 of 21)	43746	ENSMUST00000126889	ENSMUSG00000035392	ENSMUST00000126889	NA	ENSMUSG00000035392	Dennd1a	NA	DENN/MADD domain containing 1A [Source:MGI Symbol;Acc:MGI:2442794]	protein_coding
Htt_PeakRegion_05721	chr10	128378061	128379331	+	0	NA	promoter-TSS (ENSMUST00000157768)	-promoter-TSS (ENSMUST00000157768)	-797	ENSMUST00000157768	ENSMUSG00000088393	ENSMUST00000157768	NA	ENSMUSG00000088393	Gm26308	NA	predicted gene, 26308 [Source:MGI Symbol;Acc:MGI:5456085]	miRNA
Htt_PeakRegion_06562	chr11	116074975	116075393	+	0	NA	TTS (ENSMUST00000153408)	-TTS (ENSMUST00000153408)	1867	ENSMUST00000153408	ENSMUSG00000057948	ENSMUST00000106451	NA	ENSMUSG00000057948	Unc13d	NA	unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700]	protein_coding
Htt_PeakRegion_06537	chr11	109782236	109782421	+	0	NA	Intergenic	Intergenic	13842	ENSMUST00000144975	ENSMUSG00000085734	ENSMUST00000144975	NA	ENSMUSG00000085734	Gm11684	NA	predicted gene 11684 [Source:MGI Symbol;Acc:MGI:3651604]	antisense
Htt_PeakRegion_02328	chr4	153604458	153604476	+	0	NA	Intergenic	Intergenic	-121656	ENSMUST00000105646	ENSMUSG00000039546	ENSMUST00000149177	NA	ENSMUSG00000039546	Ajap1	NA	adherens junction associated protein 1 [Source:MGI Symbol;Acc:MGI:2685419]	protein_coding
Htt_PeakRegion_00472	chr1	179960901	179961060	+	0	NA	promoter-TSS (ENSMUST00000076687)	-promoter-TSS (ENSMUST00000076687)	-130	ENSMUST00000076687	ENSMUSG00000026490	ENSMUST00000143350	NA	ENSMUSG00000026490	Cdc42bpa	NA	CDC42 binding protein kinase alpha [Source:MGI Symbol;Acc:MGI:2441841]	protein_coding
Htt_PeakRegion_07440	chr14	5844864	5845038	+	0	NA	Intergenic	Intergenic	-4406	ENSMUST00000168150	ENSMUSG00000090552	ENSMUST00000168150	NA	ENSMUSG00000090552	Gm17158	NA	predicted gene 17158 [Source:MGI Symbol;Acc:MGI:4937985]	processed_pseudogene
Htt_PeakRegion_07888	chr15	47691233	47691888	+	0	NA	intron (ENSMUST00000162830, intron 45 of 70)	-intron (ENSMUST00000100670, intron 45 of 70)	12267	ENSMUST00000160031	ENSMUSG00000089828	ENSMUST00000160031	NA	ENSMUSG00000089828	Gm16300	NA	predicted gene 16300 [Source:MGI Symbol;Acc:MGI:3826587]	processed_pseudogene
Htt_PeakRegion_00054	chr1	36726384	36726442	+	0	NA	Intergenic	Intergenic	11867	ENSMUST00000195374	ENSMUSG00000102416	ENSMUST00000192873	NA	ENSMUSG00000102416	4933424G06Rik	NA	RIKEN cDNA 4933424G06 gene [Source:MGI Symbol;Acc:MGI:1918416]	protein_coding
Htt_PeakRegion_08722	chr17	29008355	29008687	+	0	NA	promoter-TSS (ENSMUST00000009138)	-promoter-TSS (ENSMUST00000009138)	-576	ENSMUST00000126893	ENSMUSG00000024006	ENSMUST00000141431	NA	ENSMUSG00000024006	Stk38	NA	serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]	protein_coding
Htt_PeakRegion_04406	chr8	80645226	80645388	+	0	NA	intron (ENSMUST00000039695, intron 2 of 7)	-intron (ENSMUST00000039695, intron 2 of 7)	34227	ENSMUST00000039695	ENSMUSG00000042353	ENSMUST00000039695	NA	ENSMUSG00000042353	Frem3	NA	Fras1 related extracellular matrix protein 3 [Source:MGI Symbol;Acc:MGI:2685641]	protein_coding
Htt_PeakRegion_09012	chr18	5553253	5553284	+	0	NA	intron (ENSMUST00000178464, intron 3 of 5)	-intron (ENSMUST00000160925, intron 2 of 3)	21787	ENSMUST00000181714	ENSMUSG00000097926	ENSMUST00000181714	NA	ENSMUSG00000097926	Gm26575	NA	predicted gene, 26575 [Source:MGI Symbol;Acc:MGI:5477069]	sense_intronic
Htt_PeakRegion_09143	chr18	47951107	47951577	+	0	NA	Intergenic	Intergenic	-93993	ENSMUST00000076155	ENSMUSG00000059040	ENSMUST00000076155	NA	ENSMUSG00000059040	Eno1b	NA	enolase 1B, retrotransposed [Source:MGI Symbol;Acc:MGI:3648653]	protein_coding
Htt_PeakRegion_06979	chr12	100114385	100114627	+	0	NA	intron (ENSMUST00000021595, intron 3 of 10)	-intron (ENSMUST00000021595, intron 3 of 10)	4320	ENSMUST00000021595	ENSMUSG00000021178	ENSMUST00000021595	NA	ENSMUSG00000021178	Psmc1	NA	protease (prosome, macropain) 26S subunit, ATPase 1 [Source:MGI Symbol;Acc:MGI:106054]	protein_coding
Htt_PeakRegion_03021	chr5	145246575	145247284	+	0	NA	exon (ENSMUST00000167316, exon 4 of 4)	-exon (ENSMUST00000167316, exon 4 of 4)	15175	ENSMUST00000085661	ENSMUSG00000007812	ENSMUST00000085661	NA	ENSMUSG00000007812	Zfp655	NA	zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861]	protein_coding
Htt_PeakRegion_05543	chr10	86776945	86777591	+	0	NA	TTS (ENSMUST00000075632)	-TTS (ENSMUST00000075632)	-1737	ENSMUST00000099396	ENSMUSG00000054027	ENSMUST00000099396	NA	ENSMUSG00000054027	Nt5dc3	NA	5'-nucleotidase domain containing 3 [Source:MGI Symbol;Acc:MGI:3513266]	protein_coding
Htt_PeakRegion_00455	chr1	176914366	176914392	+	0	NA	intron (ENSMUST00000133305, intron 13 of 16)	-intron (ENSMUST00000027785, intron 12 of 17)	18332	ENSMUST00000150600	ENSMUSG00000087082	ENSMUST00000150600	NA	ENSMUSG00000087082	Gm15423	NA	predicted gene 15423 [Source:MGI Symbol;Acc:MGI:3705184]	antisense
Htt_PeakRegion_06466	chr11	104520365	104521665	+	0	NA	intron (ENSMUST00000106961, intron 10 of 10)	-intron (ENSMUST00000093923, intron 11 of 18)	-7739	ENSMUST00000127506	ENSMUSG00000020687	ENSMUST00000135303	NA	ENSMUSG00000020687	Cdc27	NA	cell division cycle 27 [Source:MGI Symbol;Acc:MGI:102685]	protein_coding
Htt_PeakRegion_02131	chr4	127209633	127210746	+	0	NA	intron (ENSMUST00000137062, intron 1 of 2)	-intron (ENSMUST00000046659, intron 5 of 11)	6883	ENSMUST00000137062	ENSMUSG00000042388	ENSMUST00000137062	NA	ENSMUSG00000042388	Dlgap3	NA	DLG associated protein 3 [Source:MGI Symbol;Acc:MGI:3039563]	protein_coding
Htt_PeakRegion_03977	chr7	101111293	101111796	+	0	NA	intron (ENSMUST00000145802, intron 2 of 6)	-intron (ENSMUST00000032931, intron 2 of 20)	2662	ENSMUST00000130426	ENSMUSG00000030691	ENSMUST00000130426	NA	ENSMUSG00000030691	Fchsd2	NA	FCH and double SH3 domains 2 [Source:MGI Symbol;Acc:MGI:2448475]	protein_coding
Htt_PeakRegion_00817	chr2	65707929	65708535	+	0	NA	intron (ENSMUST00000100067, intron 12 of 25)	-intron (ENSMUST00000028377, intron 13 of 26)	25952	ENSMUST00000138368	ENSMUSG00000075318	ENSMUST00000028377	NA	ENSMUSG00000075318	Scn2a	NA	sodium channel, voltage-gated, type II, alpha [Source:MGI Symbol;Acc:MGI:98248]	protein_coding
Htt_PeakRegion_03539	chr7	4121361	4122062	+	0	NA	promoter-TSS (ENSMUST00000134536)	-promoter-TSS (ENSMUST00000134536)	-438	ENSMUST00000134536	ENSMUSG00000030428	ENSMUST00000134536	NA	ENSMUSG00000030428	Ttyh1	NA	tweety family member 1 [Source:MGI Symbol;Acc:MGI:1889007]	protein_coding
Htt_PeakRegion_03901	chr7	84410499	84410640	+	0	NA	promoter-TSS (ENSMUST00000085077)	-promoter-TSS (ENSMUST00000085077)	-610	ENSMUST00000085077	ENSMUSG00000015709	ENSMUST00000085077	NA	ENSMUSG00000015709	Arnt2	NA	aryl hydrocarbon receptor nuclear translocator 2 [Source:MGI Symbol;Acc:MGI:107188]	protein_coding
Htt_PeakRegion_06791	chr12	44220730	44220746	+	0	NA	promoter-TSS (ENSMUST00000122902)	-promoter-TSS (ENSMUST00000122902)	-632	ENSMUST00000122902	ENSMUSG00000036257	ENSMUST00000143771	NA	ENSMUSG00000036257	Pnpla8	NA	patatin-like phospholipase domain containing 8 [Source:MGI Symbol;Acc:MGI:1914702]	protein_coding
Htt_PeakRegion_02438	chr5	25657647	25657654	+	0	NA	Intergenic	Intergenic	3625	ENSMUST00000181398	ENSMUSG00000059244	ENSMUST00000072180	NA	ENSMUSG00000059244	Gm10062	NA	predicted gene 10062 [Source:MGI Symbol;Acc:MGI:3641967]	lincRNA
Htt_PeakRegion_04502	chr8	105463169	105463327	+	0	NA	intron (ENSMUST00000109355, intron 13 of 13)	-intron (ENSMUST00000067305, intron 10 of 10)	5414	ENSMUST00000176419	ENSMUSG00000014846	ENSMUST00000014990	NA	ENSMUSG00000014846	Tppp3	NA	tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]	protein_coding
Htt_PeakRegion_01019	chr2	117268298	117268659	+	0	NA	intron (ENSMUST00000028825, intron 7 of 7)	-intron (ENSMUST00000028825, intron 7 of 7)	9696	ENSMUST00000143612	ENSMUSG00000027349	ENSMUST00000028825	NA	ENSMUSG00000027349	Fam98b	NA	family with sequence similarity 98, member B [Source:MGI Symbol;Acc:MGI:1915465]	protein_coding
Htt_PeakRegion_01373	chr3	10284799	10285054	+	0	NA	intron (ENSMUST00000029043, intron 1 of 5)	-intron (ENSMUST00000029043, intron 1 of 5)	16248	ENSMUST00000119761	ENSMUSG00000027530	ENSMUST00000119761	NA	ENSMUSG00000027530	Fabp12	NA	fatty acid binding protein 12 [Source:MGI Symbol;Acc:MGI:1922747]	protein_coding
Htt_PeakRegion_05300	chr10	24599176	24599579	+	0	NA	TTS (ENSMUST00000020171)	-TTS (ENSMUST00000020171)	-2269	ENSMUST00000125158	ENSMUSG00000087400	ENSMUST00000125158	NA	ENSMUSG00000087400	Gm15270	NA	predicted gene 15270 [Source:MGI Symbol;Acc:MGI:3705149]	processed_transcript
Htt_PeakRegion_07317	chr13	91653253	91653503	+	0	NA	intron (ENSMUST00000156547, intron 5 of 12)	-intron (ENSMUST00000004094, intron 5 of 16)	-17059	ENSMUST00000137658	ENSMUSG00000003992	ENSMUST00000137658	NA	ENSMUSG00000003992	Ssbp2	NA	single-stranded DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914220]	protein_coding
Htt_PeakRegion_00576	chr2	8379885	8380094	+	0	NA	Intergenic	Intergenic	92395	ENSMUST00000157949	ENSMUSG00000088574	ENSMUST00000157949	NA	ENSMUSG00000088574	Gm24534	NA	predicted gene, 24534 [Source:MGI Symbol;Acc:MGI:5454311]	misc_RNA
Htt_PeakRegion_04274	chr8	38540318	38541383	+	0	NA	intron (ENSMUST00000135764, intron 1 of 9)	-intron (ENSMUST00000118896, intron 1 of 7)	120658	ENSMUST00000135764	ENSMUSG00000039539	ENSMUST00000118896	NA	ENSMUSG00000039539	Sgcz	NA	sarcoglycan zeta [Source:MGI Symbol;Acc:MGI:2388820]	protein_coding
Htt_PeakRegion_08847	chr17	46308414	46309674	+	0	NA	intron (ENSMUST00000167360, intron 13 of 20)	-intron (ENSMUST00000047970, intron 13 of 19)	10961	ENSMUST00000170271	ENSMUSG00000047428	ENSMUST00000061722	NA	ENSMUSG00000047428	Dlk2	NA	delta like non-canonical Notch ligand 2 [Source:MGI Symbol;Acc:MGI:2146838]	protein_coding
Htt_PeakRegion_04027	chr7	112114968	112115167	+	0	NA	TTS (ENSMUST00000033036)	-TTS (ENSMUST00000033036)	43990	ENSMUST00000033036	ENSMUSG00000030772	ENSMUST00000033036	NA	ENSMUSG00000030772	Dkk3	NA	dickkopf WNT signaling pathway inhibitor 3 [Source:MGI Symbol;Acc:MGI:1354952]	protein_coding
Htt_PeakRegion_01751	chr3	126948899	126949320	+	0	NA	intron (ENSMUST00000182779, intron 37 of 45)	-intron (ENSMUST00000044443, intron 16 of 24)	6764	ENSMUST00000182025	ENSMUSG00000032826	ENSMUST00000182452	NA	ENSMUSG00000032826	Ank2	NA	ankyrin 2, brain [Source:MGI Symbol;Acc:MGI:88025]	protein_coding
Htt_PeakRegion_04799	chr9	51341937	51342324	+	0	NA	Intergenic	Intergenic	-13213	ENSMUST00000039959	ENSMUSG00000036027	ENSMUST00000181366	NA	ENSMUSG00000036027	1810046K07Rik	NA	RIKEN cDNA 1810046K07 gene [Source:MGI Symbol;Acc:MGI:1917059]	protein_coding
Htt_PeakRegion_03476	chr6	125803292	125803461	+	0	NA	intron (ENSMUST00000161619, intron 6 of 25)	-intron (ENSMUST00000159111, intron 7 of 15)	-12158	ENSMUST00000160317	ENSMUSG00000038115	ENSMUST00000159984	NA	ENSMUSG00000038115	Ano2	NA	anoctamin 2 [Source:MGI Symbol;Acc:MGI:2387214]	protein_coding
Htt_PeakRegion_06967	chr12	94907696	94907843	+	0	NA	Intergenic	Intergenic	471182	ENSMUST00000083038	ENSMUSG00000064972	ENSMUST00000083038	NA	ENSMUSG00000064972	Gm26055	NA	predicted gene, 26055 [Source:MGI Symbol;Acc:MGI:5455832]	snRNA
Htt_PeakRegion_03894	chr7	81944682	81945012	+	0	NA	Intergenic	Intergenic	-10374	ENSMUST00000107305	ENSMUSG00000025104	ENSMUST00000149288	NA	ENSMUSG00000025104	Hdgfl3	NA	HDGF like 3 [Source:MGI Symbol;Acc:MGI:1352760]	protein_coding
Htt_PeakRegion_06932	chr12	84600370	84600498	+	0	NA	Intergenic	Intergenic	17032	ENSMUST00000021666	ENSMUSG00000021240	ENSMUST00000021666	NA	ENSMUSG00000021240	Abcd4	NA	ATP-binding cassette, sub-family D (ALD), member 4 [Source:MGI Symbol;Acc:MGI:1349217]	protein_coding
Htt_PeakRegion_00439	chr1	171465889	171466076	+	0	NA	Intergenic	Intergenic	3132	ENSMUST00000155913	ENSMUSG00000038235	ENSMUST00000043839	NA	ENSMUSG00000038235	F11r	NA	F11 receptor [Source:MGI Symbol;Acc:MGI:1321398]	protein_coding
Htt_PeakRegion_09333	chr19	5498753	5500740	+	0	NA	intron (ENSMUST00000070172, intron 1 of 12)	-intron (ENSMUST00000070172, intron 1 of 12)	4041	ENSMUST00000189704	ENSMUSG00000100937	ENSMUST00000189704	NA	ENSMUSG00000100937	1700020D05Rik	NA	RIKEN cDNA 1700020D05 gene [Source:MGI Symbol;Acc:MGI:1922805]	protein_coding
Htt_PeakRegion_03803	chr7	59732769	59733919	+	0	NA	TTS (ENSMUST00000177661)	-TTS (ENSMUST00000177661)	519	ENSMUST00000177661	ENSMUSG00000096305	ENSMUST00000177661	NA	ENSMUSG00000096305	Gm23047	NA	predicted gene, 23047 [Source:MGI Symbol;Acc:MGI:5452824]	snoRNA
Htt_PeakRegion_03210	chr6	54537530	54538588	+	0	NA	intron (ENSMUST00000129744, intron 2 of 2)	-intron (ENSMUST00000019268, intron 2 of 7)	16387	ENSMUST00000140235	ENSMUSG00000019124	ENSMUST00000124325	NA	ENSMUSG00000019124	Scrn1	NA	secernin 1 [Source:MGI Symbol;Acc:MGI:1917188]	protein_coding
Htt_PeakRegion_02206	chr4	134526585	134527222	+	0	NA	intron (ENSMUST00000131613, intron 6 of 6)	-intron (ENSMUST00000102550, intron 6 of 6)	8141	ENSMUST00000129836	ENSMUSG00000046671	ENSMUST00000131613	NA	ENSMUSG00000046671	Mtfr1l	NA	mitochondrial fission regulator 1-like [Source:MGI Symbol;Acc:MGI:1924074]	protein_coding
Htt_PeakRegion_06626	chr11	119797600	119797870	+	0	NA	intron (ENSMUST00000147781, intron 7 of 32)	-intron (ENSMUST00000026671, intron 7 of 33)	-1038	ENSMUST00000139728	ENSMUSG00000025583	ENSMUST00000126802	NA	ENSMUSG00000025583	Rptor	NA	regulatory associated protein of MTOR, complex 1 [Source:MGI Symbol;Acc:MGI:1921620]	protein_coding
Htt_PeakRegion_09357	chr19	6056007	6057116	+	0	NA	intron (ENSMUST00000007482, intron 2 of 3)	-intron (ENSMUST00000007482, intron 2 of 3)	1190	ENSMUST00000007482	ENSMUSG00000007338	ENSMUST00000007482	NA	ENSMUSG00000007338	Mrpl49	NA	mitochondrial ribosomal protein L49 [Source:MGI Symbol;Acc:MGI:108180]	protein_coding
Htt_PeakRegion_04726	chr9	41676555	41676786	+	0	NA	Intergenic	Intergenic	22367	ENSMUST00000183325	ENSMUSG00000098093	ENSMUST00000183325	NA	ENSMUSG00000098093	Gm8707	NA	predicted gene 8707 [Source:MGI Symbol;Acc:MGI:3643201]	transcribed_processed_pseudogene
Htt_PeakRegion_03030	chr5	148947105	148947324	+	0	NA	intron (ENSMUST00000127763, intron 2 of 2)	-intron (ENSMUST00000127763, intron 2 of 2)	1652	ENSMUST00000127763	ENSMUSG00000085639	ENSMUST00000127763	NA	ENSMUSG00000085639	Gm15410	NA	predicted gene 15410 [Source:MGI Symbol;Acc:MGI:3705241]	antisense
Htt_PeakRegion_08402	chr16	38961940	38962445	+	0	NA	intron (ENSMUST00000023478, intron 1 of 6)	-intron (ENSMUST00000023478, intron 1 of 6)	34983	ENSMUST00000158982	ENSMUSG00000089607	ENSMUST00000158982	NA	ENSMUSG00000089607	Gm22500	NA	predicted gene, 22500 [Source:MGI Symbol;Acc:MGI:5452277]	snRNA
Htt_PeakRegion_07206	chr13	47024332	47024600	+	0	NA	TTS (ENSMUST00000021806)	-TTS (ENSMUST00000021806)	-9616	ENSMUST00000052747	ENSMUSG00000044231	ENSMUST00000052747	NA	ENSMUSG00000044231	Nhlrc1	NA	NHL repeat containing 1 [Source:MGI Symbol;Acc:MGI:2145264]	protein_coding
Htt_PeakRegion_09279	chr19	4062417	4062644	+	0	NA	Intergenic	Intergenic	-3084	ENSMUST00000189808	ENSMUSG00000058216	ENSMUST00000189808	NA	ENSMUSG00000058216	Gstp3	NA	glutathione S-transferase pi 3 [Source:MGI Symbol;Acc:MGI:2385078]	protein_coding
Htt_PeakRegion_04240	chr8	23262349	23262503	+	0	NA	Intergenic	Intergenic	-5352	ENSMUST00000051094	ENSMUSG00000015341	ENSMUST00000051094	NA	ENSMUSG00000015341	Golga7	NA	golgi autoantigen, golgin subfamily a, 7 [Source:MGI Symbol;Acc:MGI:1931029]	protein_coding
Htt_PeakRegion_05401	chr10	67116502	67116581	+	0	NA	intron (ENSMUST00000174317, intron 1 of 9)	-intron (ENSMUST00000173295, intron 1 of 1)	-10717	ENSMUST00000051446	ENSMUSG00000037876	ENSMUST00000173661	NA	ENSMUSG00000037876	Jmjd1c	NA	jumonji domain containing 1C [Source:MGI Symbol;Acc:MGI:1918614]	protein_coding
Htt_PeakRegion_00195	chr1	78679510	78679687	+	0	NA	intron (ENSMUST00000135642, intron 1 of 2)	-intron (ENSMUST00000035779, intron 2 of 15)	-2342	ENSMUST00000132997	ENSMUSG00000032883	ENSMUST00000148608	NA	ENSMUSG00000032883	Acsl3	NA	acyl-CoA synthetase long-chain family member 3 [Source:MGI Symbol;Acc:MGI:1921455]	protein_coding
Htt_PeakRegion_05730	chr10	128488826	128494165	+	0	NA	intron (ENSMUST00000164181, intron 5 of 5)	-intron (ENSMUST00000164181, intron 5 of 5)	2380	ENSMUST00000164181	ENSMUSG00000090841	ENSMUST00000164181	NA	ENSMUSG00000090841	Myl6	NA	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle [Source:MGI Symbol;Acc:MGI:109318]	protein_coding
Htt_PeakRegion_06699	chr12	3969914	3970156	+	0	NA	intron (ENSMUST00000111178, intron 19 of 22)	-intron (ENSMUST00000111178, intron 19 of 22)	15084	ENSMUST00000020990	ENSMUSG00000020660	ENSMUST00000020990	NA	ENSMUSG00000020660	Pomc	NA	pro-opiomelanocortin-alpha [Source:MGI Symbol;Acc:MGI:97742]	protein_coding
Htt_PeakRegion_01510	chr3	80674243	80688726	+	0	NA	TTS (ENSMUST00000075316)	-TTS (ENSMUST00000075316)	10829	ENSMUST00000175485	ENSMUSG00000093226	ENSMUST00000175485	NA	ENSMUSG00000093226	Gm25749	NA	predicted gene, 25749 [Source:MGI Symbol;Acc:MGI:5455526]	miRNA
Htt_PeakRegion_05108	chr9	108341242	108342092	+	0	NA	Intergenic	Intergenic	2391	ENSMUST00000193987	ENSMUSG00000063856	ENSMUST00000191997	NA	ENSMUSG00000063856	Gpx1	NA	glutathione peroxidase 1 [Source:MGI Symbol;Acc:MGI:104887]	protein_coding
Htt_PeakRegion_05477	chr10	80417838	80418543	+	0	NA	intron (ENSMUST00000156990, intron 7 of 17)	-intron (ENSMUST00000020377, intron 8 of 18)	-1902	ENSMUST00000127931	ENSMUSG00000020167	ENSMUST00000156990	NA	ENSMUSG00000020167	Tcf3	NA	transcription factor 3 [Source:MGI Symbol;Acc:MGI:98510]	protein_coding
Htt_PeakRegion_09508	chr19	44293224	44295014	+	0	NA	exon (ENSMUST00000026221, exon 1 of 6)	-exon (ENSMUST00000026221, exon 1 of 6)	443	ENSMUST00000026221	ENSMUSG00000025203	ENSMUST00000026221	NA	ENSMUSG00000025203	Scd2	NA	stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]	protein_coding
Htt_PeakRegion_02317	chr4	151003716	151003841	+	0	NA	TTS (ENSMUST00000138052)	-TTS (ENSMUST00000138052)	6681	ENSMUST00000030803	ENSMUSG00000028963	ENSMUST00000030803	NA	ENSMUSG00000028963	Uts2	NA	urotensin 2 [Source:MGI Symbol;Acc:MGI:1346329]	protein_coding
Htt_PeakRegion_05225	chr10	3250033	3250332	+	0	NA	Intergenic	Intergenic	17589	ENSMUST00000170893	ENSMUSG00000091618	ENSMUST00000170893	NA	ENSMUSG00000091618	H60c	NA	histocompatibility 60c [Source:MGI Symbol;Acc:MGI:3774845]	protein_coding
Htt_PeakRegion_00600	chr2	18024719	18025190	+	0	NA	TTS (ENSMUST00000066163)	-TTS (ENSMUST00000066163)	3806	ENSMUST00000135980	ENSMUSG00000054057	ENSMUST00000066163	NA	ENSMUSG00000054057	A930004D18Rik	NA	RIKEN cDNA A930004D18 gene [Source:MGI Symbol;Acc:MGI:1925190]	protein_coding
Htt_PeakRegion_01239	chr2	157981950	157981994	+	0	NA	exon (ENSMUST00000029179, exon 8 of 8)	-exon (ENSMUST00000029179, exon 8 of 8)	25240	ENSMUST00000126541	ENSMUSG00000027650	ENSMUST00000126541	NA	ENSMUSG00000027650	Tti1	NA	TELO2 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1922675]	protein_coding
Htt_PeakRegion_06280	chr11	96966593	96968036	+	0	NA	intron (ENSMUST00000062652, intron 2 of 7)	-intron (ENSMUST00000062652, intron 2 of 7)	1351	ENSMUST00000107623	ENSMUSG00000018678	ENSMUST00000107624	NA	ENSMUSG00000018678	Sp2	NA	Sp2 transcription factor [Source:MGI Symbol;Acc:MGI:1926162]	protein_coding
Htt_PeakRegion_01659	chr3	97222792	97223113	+	0	NA	intron (ENSMUST00000141861, intron 2 of 3)	-intron (ENSMUST00000046521, intron 2 of 9)	1257	ENSMUST00000127319	ENSMUSG00000038256	ENSMUST00000141861	NA	ENSMUSG00000038256	Bcl9	NA	B cell CLL/lymphoma 9 [Source:MGI Symbol;Acc:MGI:1924828]	protein_coding
Htt_PeakRegion_04691	chr9	32260454	32261483	+	0	NA	exon (ENSMUST00000168954, exon 13 of 13)	-exon (ENSMUST00000168954, exon 13 of 13)	15804	ENSMUST00000174730	ENSMUSG00000041444	ENSMUST00000183121	NA	ENSMUSG00000041444	Arhgap32	NA	Rho GTPase activating protein 32 [Source:MGI Symbol;Acc:MGI:2450166]	protein_coding
Htt_PeakRegion_05976	chr11	62501581	62501800	+	0	NA	TTS (ENSMUST00000153718)	-TTS (ENSMUST00000153718)	18893	ENSMUST00000153718	ENSMUSG00000086310	ENSMUST00000153718	NA	ENSMUSG00000086310	Gm12278	NA	predicted gene 12278 [Source:MGI Symbol;Acc:MGI:3650383]	antisense
Htt_PeakRegion_03392	chr6	116088410	116090313	+	0	NA	intron (ENSMUST00000088896, intron 3 of 5)	-intron (ENSMUST00000032222, intron 2 of 4)	-16205	ENSMUST00000173548	ENSMUSG00000030126	ENSMUST00000032222	NA	ENSMUSG00000030126	Tmcc1	NA	transmembrane and coiled coil domains 1 [Source:MGI Symbol;Acc:MGI:2442368]	protein_coding
Htt_PeakRegion_07131	chr13	18977143	18977674	+	0	NA	intron (ENSMUST00000003345, intron 1 of 20)	-intron (ENSMUST00000003345, intron 1 of 20)	29037	ENSMUST00000003345	ENSMUSG00000021314	ENSMUST00000003345	NA	ENSMUSG00000021314	Amph	NA	amphiphysin [Source:MGI Symbol;Acc:MGI:103574]	protein_coding
Htt_PeakRegion_07438	chr13	120084517	120085150	+	0	NA	Intergenic	Intergenic	15499	ENSMUST00000178830	ENSMUSG00000095709	ENSMUST00000178830	NA	ENSMUSG00000095709	NA	NA	NA	NA
